,Año,Day,Tiempo,PRN,S4,Az,Elv
10219,21,095,64374,4,0.12,172.5,41.1
10220,21,095,64374,7,0.11,358.7,44.3
10221,21,095,64374,8,0.28,21.7,10.0
10222,21,095,64374,9,0.09,224.2,56.1
10223,21,095,64374,17,0.12,258.2,38.2
10224,21,095,64374,19,0.19,236.0,20.1
10225,21,095,64374,21,0.14,53.1,39.0
10226,21,095,64374,22,0.22,122.6,21.3
10227,21,095,64374,30,0.21,334.9,13.1
10228,21,095,64434,1,0.09,82.1,60.2
10229,21,095,64434,3,0.19,151.2,25.9
10230,21,095,64434,4,0.12,172.2,40.7
10231,21,095,64434,7,0.12,358.9,44.8
10232,21,095,64434,9,0.09,223.5,55.8
10233,21,095,64434,17,0.12,258.9,38.3
10234,21,095,64434,19,0.2,236.4,20.3
10235,21,095,64434,21,0.11,52.7,38.7
10236,21,095,64434,22,0.21,122.1,21.3
10237,21,095,64434,30,0.19,335.0,13.5
10238,21,095,64494,1,0.08,81.1,60.0
10239,21,095,64494,3,0.22,150.7,25.9
10240,21,095,64494,4,0.12,172.0,40.3
10241,21,095,64494,7,0.11,359.1,45.2
10242,21,095,64494,9,0.09,222.7,55.6
10243,21,095,64494,17,0.12,259.5,38.4
10244,21,095,64494,19,0.22,236.8,20.6
10245,21,095,64494,21,0.13,52.2,38.3
10246,21,095,64494,22,0.22,121.6,21.2
10247,21,095,64494,30,0.31,335.1,13.8
10248,21,095,64554,1,0.08,80.0,59.9
10249,21,095,64554,3,0.21,150.3,25.9
10250,21,095,64554,4,0.13,171.7,39.9
10251,21,095,64554,7,0.12,359.3,45.7
10252,21,095,64554,9,0.09,221.9,55.4
10253,21,095,64554,17,0.13,260.1,38.5
10254,21,095,64554,19,0.23,237.2,20.8
10255,21,095,64554,21,0.11,51.8,38.0
10256,21,095,64554,22,0.22,121.2,21.2
10257,21,095,64554,30,0.24,335.3,14.2
10258,21,095,64614,1,0.09,79.0,59.7
10259,21,095,64614,3,0.23,149.8,25.9
10260,21,095,64614,4,0.13,171.5,39.5
10261,21,095,64614,7,0.11,359.5,46.1
10262,21,095,64614,9,0.1,221.2,55.1
10263,21,095,64614,17,0.12,260.8,38.5
10264,21,095,64614,19,0.22,237.6,21.0
10265,21,095,64614,21,0.15,51.3,37.7
10266,21,095,64614,22,0.19,120.7,21.2
10267,21,095,64614,30,0.43,335.4,14.6
10268,21,095,64674,1,0.08,78.0,59.6
10269,21,095,64674,3,0.2,149.3,25.9
10270,21,095,64674,4,0.12,171.2,39.1
10271,21,095,64674,7,0.1,359.7,46.6
10272,21,095,64674,9,0.09,220.4,54.9
10273,21,095,64674,17,0.16,261.4,38.6
10274,21,095,64674,19,0.2,238.0,21.2
10275,21,095,64674,21,0.14,50.9,37.4
10276,21,095,64674,22,0.23,120.2,21.1
10277,21,095,64674,30,0.28,335.5,14.9
10278,21,095,64734,1,0.09,76.9,59.4
10279,21,095,64734,3,0.19,148.8,26.0
10280,21,095,64734,4,0.13,171.0,38.7
10281,21,095,64734,7,0.1,359.9,47.1
10282,21,095,64734,9,0.1,219.7,54.6
10283,21,095,64734,17,0.13,262.0,38.7
10284,21,095,64734,19,0.21,238.4,21.4
10285,21,095,64734,21,0.12,50.5,37.0
10286,21,095,64734,22,0.23,119.7,21.1
10287,21,095,64734,30,0.36,335.6,15.3
10288,21,095,64794,1,0.08,75.9,59.2
10289,21,095,64794,3,0.19,148.4,26.0
10290,21,095,64794,4,0.13,170.8,38.3
10291,21,095,64794,7,0.1,0.1,47.5
10292,21,095,64794,9,0.1,218.9,54.3
10293,21,095,64794,17,0.13,262.7,38.8
10294,21,095,64794,19,0.23,238.8,21.6
10295,21,095,64794,21,0.12,50.1,36.7
10296,21,095,64794,22,0.21,119.3,21.1
10297,21,095,64794,30,0.23,335.6,15.7
10298,21,095,64854,1,0.08,74.9,59.1
10299,21,095,64854,3,0.18,147.9,26.0
10300,21,095,64854,4,0.17,170.5,37.9
10301,21,095,64854,7,0.11,0.3,48.0
10302,21,095,64854,9,0.09,218.2,54.1
10303,21,095,64854,17,0.11,263.3,38.8
10304,21,095,64854,19,0.21,239.3,21.8
10305,21,095,64854,21,0.18,49.6,36.4
10306,21,095,64854,22,0.2,118.8,21.0
10307,21,095,64854,30,0.4,335.7,16.1
10308,21,095,64914,1,0.08,74.0,58.9
10309,21,095,64914,3,0.19,147.4,26.0
10310,21,095,64914,4,0.14,170.3,37.5
10311,21,095,64914,7,0.12,0.5,48.4
10312,21,095,64914,9,0.09,217.5,53.8
10313,21,095,64914,17,0.12,264.0,38.9
10314,21,095,64914,19,0.19,239.7,22.0
10315,21,095,64914,21,0.13,49.2,36.0
10316,21,095,64914,22,0.26,118.3,21.0
10317,21,095,64914,30,0.29,335.8,16.4
10318,21,095,64974,1,0.08,73.0,58.7
10319,21,095,64974,3,0.18,146.9,26.0
10320,21,095,64974,4,0.13,170.0,37.1
10321,21,095,64974,7,0.11,0.7,48.9
10322,21,095,64974,9,0.09,216.8,53.6
10323,21,095,64974,17,0.12,264.6,38.9
10324,21,095,64974,19,0.18,240.1,22.2
10325,21,095,64974,21,0.15,48.8,35.7
10326,21,095,64974,22,0.23,117.8,21.0
10327,21,095,64974,30,0.36,335.9,16.8
10328,21,095,65034,1,0.08,72.0,58.5
10329,21,095,65034,3,0.2,146.5,26.0
10330,21,095,65034,4,0.17,169.8,36.7
10331,21,095,65034,7,0.1,0.9,49.4
10332,21,095,65034,9,0.09,216.1,53.3
10333,21,095,65034,17,0.11,265.2,39.0
10334,21,095,65034,19,0.19,240.6,22.4
10335,21,095,65034,21,0.12,48.4,35.3
10336,21,095,65034,22,0.23,117.3,21.0
10337,21,095,65034,30,0.37,336.0,17.2
10338,21,095,65094,1,0.09,71.1,58.3
10339,21,095,65094,3,0.2,146.0,26.1
10340,21,095,65094,4,0.15,169.5,36.4
10341,21,095,65094,7,0.11,1.1,49.8
10342,21,095,65094,9,0.1,215.4,53.0
10343,21,095,65094,17,0.13,265.9,39.0
10344,21,095,65094,19,0.17,241.0,22.6
10345,21,095,65094,21,0.14,48.1,35.0
10346,21,095,65094,22,0.29,116.9,20.9
10347,21,095,65094,30,0.31,336.1,17.6
10348,21,095,65154,1,0.08,70.1,58.0
10349,21,095,65154,3,0.19,145.5,26.1
10350,21,095,65154,4,0.14,169.3,36.0
10351,21,095,65154,7,0.1,1.3,50.3
10352,21,095,65154,9,0.1,214.7,52.8
10353,21,095,65154,17,0.12,266.5,39.0
10354,21,095,65154,19,0.19,241.4,22.8
10355,21,095,65154,21,0.15,47.7,34.7
10356,21,095,65154,22,0.28,116.4,20.9
10357,21,095,65154,30,0.39,336.2,18.0
10358,21,095,65214,1,0.08,69.2,57.8
10359,21,095,65214,3,0.19,145.0,26.1
10360,21,095,65214,4,0.14,169.0,35.6
10361,21,095,65214,7,0.12,1.5,50.8
10362,21,095,65214,9,0.09,214.1,52.5
10363,21,095,65214,17,0.12,267.2,39.1
10364,21,095,65214,19,0.22,241.9,22.9
10365,21,095,65214,21,0.13,47.3,34.3
10366,21,095,65214,22,0.26,115.9,20.9
10367,21,095,65214,30,0.29,336.3,18.4
10368,21,095,65274,1,0.08,68.3,57.6
10369,21,095,65274,3,0.18,144.6,26.1
10370,21,095,65274,4,0.15,168.8,35.2
10371,21,095,65274,7,0.11,1.7,51.3
10372,21,095,65274,9,0.1,213.4,52.2
10373,21,095,65274,17,0.14,267.8,39.1
10374,21,095,65274,19,0.21,242.3,23.1
10375,21,095,65274,21,0.13,46.9,34.0
10376,21,095,65274,22,0.22,115.4,20.8
10377,21,095,65274,30,0.31,336.3,18.8
10378,21,095,65334,1,0.09,67.4,57.3
10379,21,095,65334,3,0.19,144.1,26.1
10380,21,095,65334,4,0.15,168.5,34.8
10381,21,095,65334,7,0.1,2.0,51.7
10382,21,095,65334,9,0.12,212.7,51.9
10383,21,095,65334,17,0.1,268.5,39.1
10384,21,095,65334,19,0.25,242.8,23.3
10385,21,095,65334,21,0.14,46.6,33.6
10386,21,095,65334,22,0.23,115.0,20.8
10387,21,095,65334,30,0.37,336.4,19.1
10388,21,095,65394,1,0.09,66.5,57.1
10389,21,095,65394,3,0.23,143.6,26.2
10390,21,095,65394,4,0.16,168.3,34.4
10391,21,095,65394,7,0.1,2.2,52.2
10392,21,095,65394,9,0.09,212.1,51.7
10393,21,095,65394,17,0.1,269.1,39.1
10394,21,095,65394,19,0.23,243.2,23.5
10395,21,095,65394,21,0.16,46.2,33.3
10396,21,095,65394,22,0.18,114.5,20.8
10397,21,095,65394,30,0.19,336.5,19.5
10398,21,095,65454,1,0.1,65.7,56.8
10399,21,095,65454,3,0.2,143.1,26.2
10400,21,095,65454,4,0.16,168.1,34.1
10401,21,095,65454,7,0.09,2.4,52.7
10402,21,095,65454,9,0.09,211.5,51.4
10403,21,095,65454,17,0.11,269.8,39.1
10404,21,095,65454,19,0.31,243.7,23.6
10405,21,095,65454,21,0.17,45.9,32.9
10406,21,095,65454,22,0.2,114.0,20.7
10407,21,095,65454,30,0.23,336.5,19.9
10408,21,095,65514,1,0.09,64.8,56.6
10409,21,095,65514,3,0.19,142.6,26.2
10410,21,095,65514,4,0.19,167.8,33.7
10411,21,095,65514,7,0.1,2.6,53.2
10412,21,095,65514,9,0.09,210.8,51.1
10413,21,095,65514,17,0.12,270.4,39.1
10414,21,095,65514,19,0.16,244.2,23.8
10415,21,095,65514,21,0.17,45.5,32.6
10416,21,095,65514,22,0.22,113.5,20.7
10417,21,095,65514,30,0.24,336.6,20.3
10418,21,095,65574,1,0.09,64.0,56.3
10419,21,095,65574,3,0.2,142.1,26.2
10420,21,095,65574,4,0.13,167.6,33.3
10421,21,095,65574,7,0.09,2.8,53.7
10422,21,095,65574,9,0.09,210.2,50.8
10423,21,095,65574,17,0.12,271.1,39.2
10424,21,095,65574,19,0.16,244.6,24.0
10425,21,095,65574,21,0.14,45.2,32.2
10426,21,095,65574,22,0.19,113.0,20.7
10427,21,095,65574,30,0.23,336.7,20.7
10428,21,095,65634,1,0.08,63.1,56.0
10429,21,095,65634,3,0.2,141.7,26.3
10430,21,095,65634,4,0.16,167.3,32.9
10431,21,095,65634,7,0.09,3.1,54.1
10432,21,095,65634,9,0.1,209.6,50.5
10433,21,095,65634,17,0.13,271.7,39.1
10434,21,095,65634,19,0.16,245.1,24.1
10435,21,095,65634,21,0.14,44.8,31.9
10436,21,095,65634,22,0.16,112.6,20.6
10437,21,095,65634,30,0.23,336.7,21.1
10438,21,095,65694,1,0.09,62.3,55.8
10439,21,095,65694,3,0.21,141.2,26.3
10440,21,095,65694,4,0.15,167.1,32.6
10441,21,095,65694,7,0.09,3.3,54.6
10442,21,095,65694,9,0.08,209.0,50.3
10443,21,095,65694,17,0.11,272.4,39.1
10444,21,095,65694,19,0.17,245.6,24.3
10445,21,095,65694,21,0.13,44.5,31.5
10446,21,095,65694,22,0.16,112.1,20.6
10447,21,095,65694,30,0.2,336.8,21.5
10448,21,095,65754,1,0.09,61.5,55.5
10449,21,095,65754,3,0.19,140.7,26.3
10450,21,095,65754,4,0.18,166.8,32.2
10451,21,095,65754,7,0.09,3.6,55.1
10452,21,095,65754,9,0.09,208.4,50.0
10453,21,095,65754,17,0.13,273.0,39.1
10454,21,095,65754,19,0.18,246.0,24.4
10455,21,095,65754,21,0.17,44.2,31.1
10456,21,095,65754,22,0.18,111.6,20.6
10457,21,095,65754,30,0.18,336.8,21.9
10458,21,095,65814,1,0.11,60.7,55.2
10459,21,095,65814,3,0.17,140.2,26.3
10460,21,095,65814,4,0.16,166.6,31.8
10461,21,095,65814,7,0.09,3.8,55.6
10462,21,095,65814,9,0.09,207.8,49.7
10463,21,095,65814,17,0.12,273.7,39.1
10464,21,095,65814,19,0.16,246.5,24.6
10465,21,095,65814,21,0.14,43.9,30.8
10466,21,095,65814,22,0.18,111.1,20.5
10467,21,095,65814,30,0.22,336.9,22.3
10468,21,095,65874,1,0.08,60.0,54.9
10469,21,095,65874,3,0.18,139.7,26.4
10470,21,095,65874,4,0.16,166.3,31.5
10471,21,095,65874,7,0.09,4.0,56.1
10472,21,095,65874,9,0.09,207.2,49.4
10473,21,095,65874,17,0.11,274.3,39.1
10474,21,095,65874,19,0.16,247.0,24.7
10475,21,095,65874,21,0.14,43.6,30.4
10476,21,095,65874,22,0.19,110.6,20.5
10477,21,095,65874,30,0.21,337.0,22.7
10478,21,095,65934,1,0.08,59.2,54.6
10479,21,095,65934,3,0.2,139.2,26.4
10480,21,095,65934,4,0.16,166.1,31.1
10481,21,095,65934,7,0.1,4.3,56.6
10482,21,095,65934,9,0.09,206.6,49.1
10483,21,095,65934,17,0.11,275.0,39.1
10484,21,095,65934,19,0.18,247.5,24.9
10485,21,095,65934,21,0.17,43.3,30.1
10486,21,095,65934,22,0.2,110.2,20.4
10487,21,095,65934,30,0.22,337.0,23.1
10488,21,095,65994,1,0.11,58.4,54.3
10489,21,095,65994,3,0.19,138.7,26.4
10490,21,095,65994,4,0.16,165.8,30.7
10491,21,095,65994,7,0.09,4.6,57.0
10492,21,095,65994,9,0.12,206.0,48.8
10493,21,095,65994,17,0.14,275.6,39.0
10494,21,095,65994,19,0.2,247.9,25.0
10495,21,095,65994,21,0.15,43.0,29.7
10496,21,095,65994,22,0.2,109.7,20.4
10497,21,095,65994,30,0.19,337.0,23.5
10498,21,095,66054,1,0.08,57.7,54.0
10499,21,095,66054,3,0.19,138.2,26.4
10500,21,095,66054,4,0.15,165.6,30.4
10501,21,095,66054,7,0.09,4.8,57.5
10502,21,095,66054,9,0.09,205.4,48.5
10503,21,095,66054,17,0.11,276.3,39.0
10504,21,095,66054,19,0.22,248.4,25.2
10505,21,095,66054,21,0.15,42.7,29.3
10506,21,095,66054,22,0.19,109.2,20.4
10507,21,095,66054,30,0.19,337.1,23.9
10508,21,095,66114,1,0.1,57.0,53.6
10509,21,095,66114,3,0.2,137.8,26.5
10510,21,095,66114,4,0.18,165.3,30.0
10511,21,095,66114,7,0.09,5.1,58.0
10512,21,095,66114,9,0.09,204.9,48.3
10513,21,095,66114,17,0.11,276.9,39.0
10514,21,095,66114,19,0.18,248.9,25.3
10515,21,095,66114,21,0.14,42.4,29.0
10516,21,095,66114,22,0.19,108.7,20.3
10517,21,095,66114,30,0.17,337.1,24.3
10518,21,095,66174,1,0.09,56.3,53.3
10519,21,095,66174,3,0.19,137.3,26.5
10520,21,095,66174,4,0.18,165.0,29.7
10521,21,095,66174,7,0.1,5.4,58.5
10522,21,095,66174,9,0.11,204.3,48.0
10523,21,095,66174,17,0.12,277.6,38.9
10524,21,095,66174,19,0.21,249.4,25.4
10525,21,095,66174,21,0.15,42.1,28.6
10526,21,095,66174,22,0.17,108.2,20.3
10527,21,095,66174,30,0.2,337.2,24.8
10528,21,095,66234,1,0.09,55.6,53.0
10529,21,095,66234,3,0.22,136.8,26.5
10530,21,095,66234,4,0.19,164.8,29.3
10531,21,095,66234,7,0.1,5.6,59.0
10532,21,095,66234,9,0.12,203.7,47.7
10533,21,095,66234,17,0.13,278.2,38.9
10534,21,095,66234,19,0.23,249.9,25.6
10535,21,095,66234,21,0.15,41.8,28.3
10536,21,095,66234,22,0.18,107.7,20.2
10537,21,095,66234,30,0.19,337.2,25.2
10538,21,095,66294,1,0.09,54.9,52.6
10539,21,095,66294,3,0.18,136.3,26.6
10540,21,095,66294,4,0.17,164.5,29.0
10541,21,095,66294,7,0.08,5.9,59.5
10542,21,095,66294,9,0.11,203.2,47.4
10543,21,095,66294,17,0.12,278.8,38.8
10544,21,095,66294,19,0.25,250.4,25.7
10545,21,095,66294,21,0.16,41.5,27.9
10546,21,095,66294,22,0.18,107.3,20.2
10547,21,095,66294,30,0.23,337.2,25.6
10548,21,095,66354,1,0.09,54.2,52.3
10549,21,095,66354,3,0.19,135.8,26.6
10550,21,095,66354,4,0.17,164.3,28.6
10551,21,095,66354,7,0.09,6.2,60.0
10552,21,095,66354,9,0.1,202.6,47.1
10553,21,095,66354,17,0.12,279.5,38.8
10554,21,095,66354,19,0.2,250.9,25.8
10555,21,095,66354,21,0.17,41.3,27.5
10556,21,095,66354,22,0.17,106.8,20.2
10557,21,095,66354,30,0.23,337.3,26.0
10558,21,095,66414,1,0.11,53.6,52.0
10559,21,095,66414,3,0.16,135.3,26.6
10560,21,095,66414,4,0.18,164.0,28.3
10561,21,095,66414,7,0.08,6.5,60.5
10562,21,095,66414,9,0.11,202.1,46.8
10563,21,095,66414,17,0.14,280.1,38.7
10564,21,095,66414,19,0.17,251.4,25.9
10565,21,095,66414,21,0.17,41.0,27.2
10566,21,095,66414,22,0.18,106.3,20.1
10567,21,095,66414,30,0.23,337.3,26.4
10568,21,095,66474,1,0.1,52.9,51.6
10569,21,095,66474,3,0.18,134.8,26.7
10570,21,095,66474,4,0.18,163.8,27.9
10571,21,095,66474,7,0.09,6.8,61.0
10572,21,095,66474,9,0.1,201.6,46.5
10573,21,095,66474,17,0.13,280.8,38.7
10574,21,095,66474,19,0.19,251.9,26.0
10575,21,095,66474,21,0.16,40.8,26.8
10576,21,095,66474,22,0.18,105.8,20.1
10577,21,095,66474,30,0.2,337.3,26.8
10578,21,095,66534,1,0.1,52.3,51.3
10579,21,095,66534,3,0.18,134.3,26.7
10580,21,095,66534,4,0.2,163.5,27.6
10581,21,095,66534,7,0.09,7.1,61.5
10582,21,095,66534,9,0.11,201.0,46.2
10583,21,095,66534,17,0.14,281.4,38.6
10584,21,095,66534,19,0.17,252.4,26.1
10585,21,095,66534,21,0.19,40.5,26.4
10586,21,095,66534,22,0.19,105.3,20.0
10587,21,095,66534,30,0.19,337.3,27.3
10588,21,095,66594,1,0.11,51.7,50.9
10589,21,095,66594,3,0.17,133.8,26.7
10590,21,095,66594,4,0.23,163.3,27.2
10591,21,095,66594,7,0.08,7.4,62.0
10592,21,095,66594,9,0.12,200.5,45.9
10593,21,095,66594,17,0.14,282.0,38.5
10594,21,095,66594,19,0.18,252.9,26.3
10595,21,095,66594,21,0.21,40.2,26.1
10596,21,095,66594,22,0.16,104.9,20.0
10597,21,095,66594,30,0.22,337.4,27.7
10598,21,095,66654,1,0.12,51.1,50.6
10599,21,095,66654,3,0.18,133.3,26.7
10600,21,095,66654,4,0.22,163.0,26.9
10601,21,095,66654,7,0.09,7.8,62.5
10602,21,095,66654,9,0.11,200.0,45.6
10603,21,095,66654,17,0.14,282.7,38.4
10604,21,095,66654,19,0.17,253.4,26.4
10605,21,095,66654,21,0.21,40.0,25.7
10606,21,095,66654,22,0.17,104.4,19.9
10607,21,095,66654,30,0.19,337.4,28.1
10608,21,095,66714,1,0.1,50.5,50.2
10609,21,095,66714,3,0.19,132.8,26.8
10610,21,095,66714,4,0.22,162.7,26.6
10611,21,095,66714,7,0.09,8.1,63.0
10612,21,095,66714,9,0.11,199.5,45.4
10613,21,095,66714,17,0.14,283.3,38.4
10614,21,095,66714,19,0.16,253.9,26.5
10615,21,095,66714,21,0.21,39.8,25.3
10616,21,095,66714,22,0.18,103.9,19.9
10617,21,095,66714,30,0.19,337.4,28.5
10618,21,095,66774,1,0.11,49.9,49.8
10619,21,095,66774,3,0.21,132.3,26.8
10620,21,095,66774,4,0.21,162.5,26.2
10621,21,095,66774,7,0.1,8.5,63.5
10622,21,095,66774,9,0.12,199.0,45.1
10623,21,095,66774,17,0.12,283.9,38.3
10624,21,095,66774,19,0.16,254.4,26.6
10625,21,095,66774,21,0.2,39.5,25.0
10626,21,095,66774,22,0.19,103.4,19.8
10627,21,095,66774,30,0.15,337.4,29.0
10628,21,095,66834,1,0.1,49.3,49.5
10629,21,095,66834,3,0.17,131.8,26.8
10630,21,095,66834,4,0.2,162.2,25.9
10631,21,095,66834,7,0.09,8.8,64.0
10632,21,095,66834,9,0.13,198.5,44.8
10633,21,095,66834,17,0.13,284.5,38.2
10634,21,095,66834,19,0.17,254.9,26.7
10635,21,095,66834,21,0.2,39.3,24.6
10636,21,095,66834,22,0.21,102.9,19.8
10637,21,095,66834,30,0.17,337.4,29.4
10638,21,095,66894,1,0.11,48.8,49.1
10639,21,095,66894,3,0.24,131.3,26.9
10640,21,095,66894,4,0.22,162.0,25.6
10641,21,095,66894,7,0.1,9.2,64.5
10642,21,095,66894,9,0.11,197.9,44.5
10643,21,095,66894,17,0.14,285.2,38.1
10644,21,095,66894,19,0.17,255.4,26.7
10645,21,095,66894,21,0.18,39.1,24.2
10646,21,095,66894,22,0.19,102.5,19.7
10647,21,095,66894,30,0.17,337.4,29.8
10648,21,095,66954,1,0.1,48.2,48.7
10649,21,095,66954,3,0.2,130.8,26.9
10650,21,095,66954,4,0.22,161.7,25.2
10651,21,095,66954,7,0.09,9.6,65.0
10652,21,095,66954,9,0.11,197.4,44.2
10653,21,095,66954,17,0.14,285.8,38.0
10654,21,095,66954,19,0.17,256.0,26.8
10655,21,095,66954,21,0.17,38.9,23.9
10656,21,095,66954,22,0.19,102.0,19.7
10657,21,095,66954,30,0.19,337.4,30.2
10658,21,095,67014,1,0.1,47.7,48.3
10659,21,095,67014,3,0.18,130.3,26.9
10660,21,095,67014,4,0.19,161.4,24.9
10661,21,095,67014,7,0.09,10.0,65.5
10662,21,095,67014,9,0.11,196.9,43.9
10663,21,095,67014,17,0.14,286.4,37.9
10664,21,095,67014,19,0.17,256.5,26.9
10665,21,095,67014,21,0.21,38.6,23.5
10666,21,095,67014,22,0.19,101.5,19.6
10667,21,095,67014,30,0.18,337.4,30.7
10668,21,095,67074,1,0.1,47.1,48.0
10669,21,095,67074,3,0.18,129.8,27.0
10670,21,095,67074,4,0.21,161.2,24.6
10671,21,095,67074,7,0.09,10.4,66.0
10672,21,095,67074,9,0.12,196.5,43.6
10673,21,095,67074,17,0.14,287.0,37.8
10674,21,095,67074,19,0.17,257.0,27.0
10675,21,095,67074,21,0.23,38.4,23.1
10676,21,095,67074,22,0.2,101.0,19.6
10677,21,095,67074,30,0.15,337.4,31.1
10678,21,095,67134,1,0.11,46.6,47.6
10679,21,095,67134,3,0.18,129.3,27.0
10680,21,095,67134,4,0.18,160.9,24.3
10681,21,095,67134,7,0.09,10.8,66.5
10682,21,095,67134,9,0.1,196.0,43.3
10683,21,095,67134,17,0.13,287.6,37.7
10684,21,095,67134,19,0.18,257.5,27.1
10685,21,095,67134,21,0.24,38.2,22.8
10686,21,095,67134,22,0.24,100.5,19.5
10687,21,095,67134,30,0.17,337.4,31.5
10688,21,095,67194,1,0.1,46.1,47.2
10689,21,095,67194,3,0.17,128.8,27.0
10690,21,095,67194,4,0.2,160.6,23.9
10691,21,095,67194,7,0.08,11.3,67.0
10692,21,095,67194,9,0.11,195.5,43.1
10693,21,095,67194,17,0.14,288.3,37.6
10694,21,095,67194,19,0.21,258.1,27.1
10695,21,095,67194,21,0.21,38.0,22.4
10696,21,095,67194,22,0.18,100.1,19.4
10697,21,095,67194,30,0.16,337.4,32.0
10698,21,095,67254,1,0.12,45.6,46.8
10699,21,095,67254,3,0.17,128.3,27.1
10700,21,095,67254,4,0.25,160.4,23.6
10701,21,095,67254,7,0.08,11.7,67.5
10702,21,095,67254,9,0.12,195.0,42.8
10703,21,095,67254,17,0.14,288.9,37.5
10704,21,095,67254,19,0.16,258.6,27.2
10705,21,095,67254,21,0.21,37.8,22.0
10706,21,095,67254,22,0.21,99.6,19.4
10707,21,095,67254,30,0.16,337.4,32.4
10708,21,095,67314,1,0.11,45.1,46.4
10709,21,095,67314,3,0.18,127.8,27.1
10710,21,095,67314,4,0.23,160.1,23.3
10711,21,095,67314,7,0.09,12.2,68.0
10712,21,095,67314,9,0.12,194.5,42.5
10713,21,095,67314,17,0.14,289.5,37.4
10714,21,095,67314,19,0.19,259.1,27.3
10715,21,095,67314,21,0.19,37.6,21.6
10716,21,095,67314,22,0.19,99.1,19.3
10717,21,095,67314,30,0.15,337.3,32.8
10718,21,095,67374,1,0.11,44.7,46.0
10719,21,095,67374,3,0.17,127.3,27.1
10720,21,095,67374,4,0.24,159.8,23.0
10721,21,095,67374,7,0.09,12.7,68.5
10722,21,095,67374,9,0.12,194.0,42.2
10723,21,095,67374,17,0.13,290.1,37.3
10724,21,095,67374,19,0.19,259.6,27.3
10725,21,095,67374,21,0.2,37.4,21.3
10726,21,095,67374,22,0.2,98.6,19.3
10727,21,095,67374,30,0.14,337.3,33.3
10728,21,095,67434,1,0.11,44.2,45.6
10729,21,095,67434,3,0.19,126.8,27.1
10730,21,095,67434,4,0.19,159.5,22.7
10731,21,095,67434,7,0.09,13.2,69.0
10732,21,095,67434,9,0.12,193.6,41.9
10733,21,095,67434,17,0.13,290.7,37.2
10734,21,095,67434,19,0.26,260.2,27.4
10735,21,095,67434,21,0.2,37.2,20.9
10736,21,095,67434,22,0.22,98.1,19.2
10737,21,095,67434,30,0.14,337.3,33.7
10738,21,095,67494,1,0.11,43.7,45.2
10739,21,095,67494,3,0.2,126.3,27.2
10740,21,095,67494,4,0.24,159.3,22.4
10741,21,095,67494,7,0.09,13.8,69.5
10742,21,095,67494,9,0.12,193.1,41.6
10743,21,095,67494,17,0.11,291.3,37.0
10744,21,095,67494,19,0.25,260.7,27.5
10745,21,095,67494,21,0.23,37.1,20.5
10746,21,095,67494,22,0.26,97.7,19.1
10747,21,095,67494,30,0.18,337.3,34.2
10748,21,095,67554,1,0.11,43.3,44.8
10749,21,095,67554,3,0.18,125.7,27.2
10750,21,095,67554,4,0.22,159.0,22.0
10751,21,095,67554,7,0.09,14.4,70.0
10752,21,095,67554,9,0.12,192.6,41.3
10753,21,095,67554,17,0.13,291.9,36.9
10754,21,095,67554,19,0.2,261.2,27.5
10755,21,095,67554,21,0.22,36.9,20.2
10756,21,095,67554,22,0.26,97.2,19.1
10757,21,095,67554,30,0.17,337.2,34.6
10758,21,095,67614,1,0.13,42.9,44.4
10759,21,095,67614,3,0.19,125.2,27.2
10760,21,095,67614,4,0.21,158.7,21.7
10761,21,095,67614,7,0.08,15.0,70.5
10762,21,095,67614,9,0.11,192.2,41.1
10763,21,095,67614,17,0.12,292.5,36.8
10764,21,095,67614,19,0.2,261.8,27.6
10765,21,095,67614,21,0.21,36.7,19.8
10766,21,095,67614,22,0.25,96.7,19.0
10767,21,095,67614,30,0.14,337.2,35.0
10768,21,095,67674,1,0.11,42.4,44.0
10769,21,095,67674,3,0.18,124.7,27.3
10770,21,095,67674,4,0.28,158.5,21.4
10771,21,095,67674,7,0.09,15.6,71.0
10772,21,095,67674,9,0.11,191.7,40.8
10773,21,095,67674,17,0.12,293.1,36.7
10774,21,095,67674,19,0.19,262.3,27.6
10775,21,095,67674,21,0.23,36.5,19.4
10776,21,095,67674,22,0.25,96.2,18.9
10777,21,095,67674,30,0.15,337.2,35.5
10778,21,095,67734,1,0.11,42.0,43.6
10779,21,095,67734,3,0.18,124.2,27.3
10780,21,095,67734,4,0.3,158.2,21.1
10781,21,095,67734,7,0.09,16.3,71.5
10782,21,095,67734,9,0.12,191.3,40.5
10783,21,095,67734,17,0.12,293.7,36.5
10784,21,095,67734,19,0.19,262.8,27.6
10785,21,095,67734,21,0.24,36.4,19.1
10786,21,095,67734,22,0.26,95.8,18.9
10787,21,095,67734,30,0.12,337.1,35.9
10788,21,095,67794,1,0.1,41.6,43.2
10789,21,095,67794,3,0.18,123.7,27.3
10790,21,095,67794,4,0.22,157.9,20.8
10791,21,095,67794,7,0.08,17.0,72.0
10792,21,095,67794,9,0.12,190.8,40.2
10793,21,095,67794,17,0.12,294.2,36.4
10794,21,095,67794,19,0.19,263.4,27.7
10795,21,095,67794,21,0.29,36.2,18.7
10796,21,095,67794,22,0.23,95.3,18.8
10797,21,095,67794,30,0.12,337.1,36.4
10798,21,095,67854,1,0.12,41.2,42.8
10799,21,095,67854,3,0.18,123.2,27.3
10800,21,095,67854,4,0.24,157.6,20.5
